,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_chat_prompt,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_direct_risk_prompting,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
gemma-2b__ACSEmployment__-1,0.5429821606805701,0.19651294041319278,0.71810557513142,0.5110150811550358,0.16134762908095734,0.7557922529053446,0.2418021844605148,0.014865432623030536,0.1151685465064429,0.5473452092701487,0.1094709291521285,0.8323156603516424,0.5473452092701487,0.42716865016516586,0.1456541773382861,0.2471254728625456,0.1094709291521285,0.67659109101621,google--gemma-2b,176871,146740,323611,0.15564365859009738,0.309369105009432,0.10626702997275206,0.48852445997458704,0.1663443211122323,0.7077176910953507,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2b_task-ACSEmployment/google--gemma-2b_bench-3258115664/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.6291216405830424,0.5,0.8543458226617139,0.2471254728625456,0.7451319854570326,0.16768433964835763,0.5473452092701487,0.07517533606078317,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,4226443452,gemma-2b,,False,42,1212564561,ACSEmployment,gemma-2b,Gemma 2B,False,-1,True,0.4686876745113681,0.6088482777161468,0.4531485387164808,0.6066172039887395,0.025340049850280672,0.4683110818748059
Yi-34B__ACSEmployment__-1,0.6194072512986271,0.14047535890241059,0.7869612106711786,0.6340519869967087,0.12449335293616093,0.8080640497038087,0.2250371482226621,0.08197497075153204,0.08008993851552053,0.4256314117585794,0.27809574280162513,0.20866157830175822,0.42563141175857944,0.27809574280162513,0.5232344477048244,0.41388401336827674,0.3140320989868197,0.6410864673330187,01-ai--Yi-34B,176871,146740,323611,0.6448050282592371,0.40336671446786987,0.40356173224476577,0.5564921932657931,0.21889564570559233,0.6172061028309376,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-01-ai--Yi-34B_task-ACSEmployment/01-ai--Yi-34B_bench-2113796408/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.6986864748164276,0.5,0.4767655522951756,0.41388401336827674,0.48936387961056765,0.7913384216982418,0.4256314117585794,0.4908934622284234,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2295721128,Yi-34B,,False,42,1212564561,ACSEmployment,Yi-34B,Yi 34B,False,-1,True,0.6224014892956873,0.6268328332473247,0.5311414060411654,0.6304390147430093,0.11442071857270807,0.5123758400995144
Meta-Llama-3-8B-Instruct__ACSIncome__-1,0.6158185641333734,0.10492488508932474,0.851736067517957,0.6885679512750731,0.0962607914115875,0.8717720054703854,0.29936576111850394,0.3235209418890511,0.32397367178253833,0.3643390108370233,0.07458563535911603,0.03612431205395783,0.18851033353795785,0.07458563535911603,0.5867397853958961,0.3643390108370233,0.4609792785878742,1.0399938100083355,meta-llama--Meta-Llama-3-8B-Instruct,105217,61233,166450,0.7254791228597176,0.4159511408829606,0.4891006295646086,0.48876246314882904,0.18652535620775534,0.6554207830505165,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-8B-Instruct_bench-1821167653/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8501699335244732,0.5,0.4132602146041039,0.3643390108370234,0.4707539229424287,0.9638756879460422,0.18851033353795787,0.8085813723962392,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,2932596239,Meta-Llama-3-8B-Instruct,,False,42,2612382143,ACSIncome,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.970691020921672,0.7747131270651847,0.9241644447200348,0.7586842895764494,0.3681142576276537,0.6913971809998853
gemma-2-9b__ACSMobility__-1,0.28857860662865975,0.139737686619227,0.543943533697632,0.5042509034122827,0.030626428027418162,0.9414494758299359,0.29108961861345545,0.3121075299443784,0.31210752994437513,0.047152428810720265,0.0,0.9543463021381002,0.04616099713891164,0.9533773928896992,0.03715189103733431,0.047152428810720265,0.0,0.7765166083084686,google--gemma-2-9b,16446,45648,62094,0.04340193899571617,0.042879267227093315,0.2013558408907246,0.7732838589981447,0.5,0.5,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-9b_task-ACSMobility/google--gemma-2-9b_bench-4114782465/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5427055569579295,0.5,0.9628481089626657,0.04715242881072024,0.9528475711892798,0.04565369786189975,0.046160997138911704,0.17660790469290832,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1736046680,gemma-2-9b,,False,42,2387644647,ACSMobility,gemma-2-9b,Gemma 2 9B,False,-1,True,0.437847866419295,0.4236158082906561,0.4072072072072072,0.6823364576287564,0.035921374983070575,0.42303596218046674
Mixtral-8x22B-Instruct-v0.1__ACSMobility__-1,0.40267980803298226,0.121630125108386,0.708967610376061,0.504778647846382,0.18528069202057906,0.6395913561774877,0.39846908385375246,0.4045832274450803,0.4045961432089677,0.5188740293356342,0.16980155306298533,0.7123203645285664,0.2617611267897366,0.7015762441702581,0.27812233977866957,0.5188740293356342,0.16980155306298533,1.127645130680693,mistralai--Mixtral-8x22B-Instruct-v0.1,16446,45648,62094,0.28514832350951785,0.3004448448673912,0.2822706483723433,0.741669490568169,0.15956681632037495,0.8091667129141462,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSMobility/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-3814923164/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5061162545786551,0.5,0.7218776602213304,0.5188740293356342,0.41952220077220076,0.2876796354714336,0.26176112678973673,0.3194210703466846,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,820792240,Mixtral-8x22B-Instruct-v0.1,,False,42,2387644647,ACSMobility,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.320785597381342,0.4974876799690791,0.3776295536172396,0.45452056559409926,0.23684619850106978,0.34953361865288674
Meta-Llama-3-70B__ACSEmployment__-1,0.5129986310724913,0.27822660189626053,0.5611538947716422,0.5544026012750455,0.12375552803122358,0.8136510549247857,0.2623701612972588,0.2523875305432441,0.2534362740950358,0.25669184702289916,0.0,0.0009131797737494889,0.009180790960451978,0.0,0.8902816176761594,0.25669184702289916,0.7207741358720372,0.7224536448787529,meta-llama--Meta-Llama-3-70B,176871,146740,323611,0.9396188633884509,0.14364594167616151,0.8496223009640305,0.48214397295368516,0.2864025779701615,0.48317909709482804,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B_task-ACSEmployment/meta-llama--Meta-Llama-3-70B_bench-1471131095/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8164264545660394,0.5,0.10971838232384054,0.25669184702289916,0.23919171569637449,0.9990868202262505,0.00918079096045199,0.990819209039548,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,3564803340,Meta-Llama-3-70B,,False,42,1212564561,ACSEmployment,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.7311233885819521,0.7356115830426037,0.7058468046532709,0.7320857449221442,0.11831445031258327,0.7058331797949806
Meta-Llama-3-70B-Instruct__ACSTravelTime__-1,0.5956022227525313,0.25672268907563023,0.6874680306905371,0.5408755951864708,0.1221571095079243,0.7901647038010424,0.24055663634528268,0.14847969786663148,0.14880865858257716,0.19806654676258992,0.12396694214876033,0.9026989188768764,0.19806654676258995,0.80193345323741,0.015549890750182083,0.07008264462809917,0.12396694214876033,0.6788230562729192,meta-llama--Meta-Llama-3-70B-Instruct,82380,64285,146665,0.05138240207275083,0.08115669840510881,0.3083487613506127,0.830015923566879,0.8586744639376218,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSTravelTime/meta-llama--Meta-Llama-3-70B-Instruct_bench-3054776819/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.7039217326309425,0.5,0.9844501092498179,0.0700826446280991,0.9292153589315526,0.09730108112312359,0.19806654676258992,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3114428197,Meta-Llama-3-70B-Instruct,,False,42,233993660,ACSTravelTime,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.2450704225352112,0.6141887975999727,0.2690033174671859,0.6387413493335151,0.12415487724231028,0.2898321011310829
Mixtral-8x7B-v0.1__ACSMobility__-1,0.735143492124843,0.14569864967520896,0.8289624547291026,0.5,0.0,1.0,0.2110567300576219,0.1353176296849838,0.13531762968498023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6140443918546543,mistralai--Mixtral-8x7B-v0.1,16446,45648,62094,1.0,0.0,1.0,0.735143492124843,0.14569864967520896,0.8289624547291026,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x7B-v0.1_task-ACSMobility/mistralai--Mixtral-8x7B-v0.1_bench-1084940019/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5664288142941036,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1463649325,Mixtral-8x7B-v0.1,,False,42,2387644647,ACSMobility,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.5927297985644825,0.5202112925564467,0.5927876823338736,0.4922536799046607,0.028558970359531807,0.5998258624398627
Yi-34B__ACSIncome__-1,0.6234905376990088,0.11926824021144511,0.8252445765364135,0.6932675696778168,0.11026737135073128,0.8531139866708543,0.22171079321868956,0.24513705631294685,0.24513705631294755,0.3343706250825524,0.09008768625481332,0.04267306844348635,0.15578265293691912,0.09008768625481332,0.57079179220088,0.3343706250825524,0.5248464063811,0.6334935973384962,01-ai--Yi-34B,105217,61233,166450,0.7129888855512165,0.37604501785712485,0.5466067583729833,0.49394575191486134,0.20033811217478842,0.6228846992940796,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-01-ai--Yi-34B_task-ACSIncome/01-ai--Yi-34B_bench-1798438147/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8502147843855399,0.5,0.4292082077991199,0.33437062508255233,0.4698084277668808,0.9573269315565136,0.15578265293691906,0.8417769828482636,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1731975638,Yi-34B,,False,42,2612382143,ACSIncome,Yi-34B,Yi 34B,False,-1,True,0.6224797219003476,0.745250826073896,0.6514514514514514,0.7664043256233103,0.20018560475536964,0.6130132954237919
Meta-Llama-3-70B-Instruct__ACSMobility__-1,0.608867201339904,0.2655634357762017,0.6414893617021277,0.550239109021105,0.07230504398165027,0.8697155501244934,0.2487752089959817,0.19976720914829793,0.1983724991028934,0.5014020707506471,0.28462157809983896,0.3250963897651595,0.3824795523030564,0.28462157809983896,0.5744253921926304,0.5014020707506471,0.42696906199926044,0.7001679939177804,meta-llama--Meta-Llama-3-70B-Instruct,16446,45648,62094,0.6482913002866622,0.4010043942247332,0.5292557111274871,0.7653210781269407,0.14690396414429308,0.8268451556649742,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSMobility/meta-llama--Meta-Llama-3-70B-Instruct_bench-779599780/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5691833728459653,0.5,0.42557460780736955,0.5014020707506471,0.19955234159779614,0.6749036102348405,0.38247955230305636,0.5488702716425489,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,3672807122,Meta-Llama-3-70B-Instruct,,False,42,2387644647,ACSMobility,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.5928436911487759,0.47936998743839987,0.4687189672293942,0.6291912262054304,0.18424908014006292,0.5391890992374608
Mixtral-8x7B-Instruct-v0.1__ACSIncome__-1,0.7816341243616701,0.09774529018133016,0.8853474163818992,0.7515281888690867,0.22057917329444243,0.7218216138577377,0.18189840770945784,0.15791800717298476,0.1576403441887256,0.5871113638825696,0.13087191000268428,0.36240262603498113,0.5871113638825696,0.28707905814259405,0.13454099622684548,0.1544432350862282,0.13087191000268428,0.8384540299486833,mistralai--Mixtral-8x7B-Instruct-v0.1,105217,61233,166450,0.31960348452988885,0.3773887400844751,0.1420813817330211,0.7338997706680702,0.24952380952380948,0.691764705882353,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSIncome/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-188223807/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.856262917172119,0.5,0.8654590037731545,0.15444323508622815,0.8418795450307665,0.6375973739650188,0.5871113638825696,0.23110890421890795,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,83116926,Mixtral-8x7B-Instruct-v0.1,,False,42,2612382143,ACSIncome,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.5926315789473684,0.7805286872934816,0.0675454150078619,0.7666566536497447,0.4198499498886079,0.3262121158780842
gemma-1.1-7b-it__ACSTravelTime__-1,0.5617086557801794,0.40177754541889954,0.5500091491308325,0.5000387094614235,0.0005490567487247966,0.9989025719666562,0.42646577771107896,0.4246403807439751,0.4246304107613651,0.0007259528130671506,0.0,0.9998133312592362,0.0007259528130671988,0.9992740471869328,0.00010924981791697014,0.0006983240223463687,0.0,2.087852569627838,google--gemma-1.1-7b-it,82380,64285,146665,0.0001431834452664235,0.0005336179295624333,0.0,0.5714285714285714,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-1.1-7b-it_task-ACSTravelTime/google--gemma-1.1-7b-it_bench-3069613998/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5297279524410891,0.5,0.9998907501820831,0.0006983240223463749,0.9993016759776536,0.00018666874076378627,0.0007259528130671506,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,1519754606,gemma-1.1-7b-it,,False,42,233993660,ACSTravelTime,gemma-7b,Gemma 7B (it),True,-1,True,0.0066898581750066,0.49603518221797976,0.0066891553607629,0.4941737974295162,0.020357193738900485,0.013681388236350676
Meta-Llama-3-70B-Instruct__ACSPublicCoverage__-1,0.7461982447355243,0.25349410709710474,0.6726267288730065,0.5985409947568772,0.10880909788964144,0.8230447290903489,0.20824278959451142,0.16187449114690355,0.16187449114690297,0.2281696198176501,0.03438888092849978,0.7677430749757146,0.22816961981765005,0.7598214528235262,0.03517493551053119,0.13518555667001003,0.03438888092849978,0.7564416903673584,meta-llama--Meta-Llama-3-70B-Instruct,79858,33971,113829,0.09399186499046816,0.13046054317191905,0.10541341824969802,0.7374520983269465,0.33333333333333337,0.6,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSPublicCoverage/meta-llama--Meta-Llama-3-70B-Instruct_bench-3391116883/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.6952914019231446,0.5,0.9648250644894688,0.1351855566700101,0.8641604515218705,0.2322569250242854,0.2281696198176501,0.17974644403215834,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,4285692343,Meta-Llama-3-70B-Instruct,,False,42,1163226111,ACSPublicCoverage,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.017991028262558,0.4900684359873143,0.1067130248729606,0.7070254504563863,0.20206064910961255,0.1365643952528715
Meta-Llama-3-70B-Instruct__ACSEmployment__-1,0.7297619673002462,0.09486660129578628,0.8770229841420044,0.709291019763114,0.19805346971911564,0.7361447575605045,0.19332687029295129,0.17361839218677316,0.17361839218677286,0.5288827395364926,0.19460076019730646,0.5105697151424288,0.5288827395364926,0.3829701372074254,0.07084824533134318,0.13732995260683206,0.19460076019730646,0.6081963160261528,meta-llama--Meta-Llama-3-70B-Instruct,176871,146740,323611,0.2606524500094249,0.3574322967468013,0.148833515507583,0.8514404267931239,0.3263738659422113,0.6226173624711563,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSEmployment/meta-llama--Meta-Llama-3-70B-Instruct_bench-3772794052/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8540972215622418,0.5,0.9291517546686568,0.13732995260683212,0.8579568134813917,0.48943028485757123,0.5288827395364926,0.21266735324407823,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1953112858,Meta-Llama-3-70B-Instruct,,False,42,1212564561,ACSEmployment,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.1824545030331311,0.7836970931148818,0.1823499916429884,0.7831872216951834,0.29229778902987213,0.27982725706495226
gemma-2-27b__ACSEmployment__-1,0.4868375920472419,0.05671830950542811,0.8850397236457603,0.5008520970923562,0.07213119693187836,0.871003292712897,0.33759526061667816,0.2586658537453472,0.2591982877806789,0.12023604622571926,0.6881377551020408,0.3486302303393758,0.1202360462257192,0.6881377551020408,0.6496655754759119,0.0645454451570262,0.9052053631013771,0.974566109437952,google--gemma-2-27b,176871,146740,323611,0.6504383349144498,0.04425401358924641,0.9341346513846491,0.45409498833668266,0.22416712488385387,0.5451374180848678,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-google--gemma-2-27b_task-ACSEmployment/google--gemma-2-27b_bench-1883501243/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.5007358496112414,0.5,0.3503344245240882,0.0645454451570262,0.8317585937710301,0.6513697696606242,0.12023604622571926,0.8363453815261044,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1442977187,gemma-2-27b,,False,42,1212564561,ACSEmployment,gemma-2-27b,Gemma 2 27B,False,-1,True,0.7981141606331033,0.5183723668231303,0.562157606405394,0.49498626437296633,0.266208613440112,0.5921398057834236
Mixtral-8x7B-Instruct-v0.1__ACSEmployment__-1,0.7297557870406136,0.0712216577797361,0.909099850031813,0.7430117270435121,0.08604449213354559,0.8931251274272692,0.23469273738229496,0.2177497730979186,0.21380066727574493,0.21102542176916797,0.33159048743464326,0.11461769115442279,0.16455249444640524,0.33159048743464326,0.3993588547585528,0.21102542176916797,0.5384115430899739,1.3941236604192282,mistralai--Mixtral-8x7B-Instruct-v0.1,176871,146740,323611,0.6197440754486095,0.23269529309456627,0.6594183520872359,0.6478041045892419,0.18511603141817762,0.7211433646897332,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x7B-Instruct-v0.1_task-ACSEmployment/mistralai--Mixtral-8x7B-Instruct-v0.1_bench-3204873163/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8255711202949672,0.5,0.6006411452414472,0.21102542176916805,0.7200709334304943,0.8853823088455772,0.16455249444640518,0.8208206171583589,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,732937298,Mixtral-8x7B-Instruct-v0.1,,False,42,1212564561,ACSEmployment,Mixtral-8x7B-v0.1,Mixtral 8x7B (it),True,-1,True,0.9579180154482227,0.7536424905210268,0.9148572180550072,0.7522704728825658,0.44054546460665195,0.6162742191969255
Mixtral-8x22B-v0.1__ACSEmployment__-1,0.5215242992358109,0.1835954223067655,0.6534295878496029,0.5622467669934652,0.07951183882794222,0.8699703177489883,0.23579672486666478,0.2100388190710503,0.23668303480284153,0.15930037937143504,0.0,0.00038844214256508107,0.0013654618473895582,0.0,0.8751180238705045,0.15930037937143504,0.8298152608862512,0.6628480286583138,mistralai--Mixtral-8x22B-v0.1,176871,146740,323611,0.9315690752168498,0.11186492139309001,0.8844215000912818,0.48656564919427064,0.24927349544102168,0.515162620247366,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x22B-v0.1_task-ACSEmployment/mistralai--Mixtral-8x22B-v0.1_bench-780282012/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8578035348350679,0.5,0.1248819761294955,0.1593003793714351,0.28646931919274493,0.9996115578574349,0.0013654618473895042,0.9986345381526105,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2907327822,Mixtral-8x22B-v0.1,,False,42,1212564561,ACSEmployment,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.6513539651837524,0.7736170896539364,0.6511873350923483,0.7840339172648643,0.0774795217875634,0.6217817432537796
Mistral-7B-v0.1__ACSEmployment__-1,0.4534456492517251,0.2620419879334619,0.47340830073880924,0.5,0.0,1.0,0.30098244729748147,0.26284900418482327,0.27344203980544557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8025787834843234,mistralai--Mistral-7B-v0.1,176871,146740,323611,1.0,0.0,1.0,0.4534456492517251,0.2620419879334619,0.47340830073880924,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mistral-7B-v0.1_task-ACSEmployment/mistralai--Mistral-7B-v0.1_bench-1123574327/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.7583255645074349,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,2979089325,Mistral-7B-v0.1,,False,42,1212564561,ACSEmployment,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.7311439913388669,0.6878814378992062,0.7185777777777778,0.6801097614110769,0.039720302186701056,0.7162151989534351
Mistral-7B-v0.1__ACSMobility__-1,0.7351757013560086,0.14444289412895528,0.8304366025442699,0.5001191525002388,0.002151945087223106,0.995714424251828,0.23266681106190482,0.19565915818094667,0.195630960697139,0.004273504273504258,0.0,6.572029442691903e-05,0.0004065040650406504,0.0,0.9996959747050954,0.004273504273504258,0.9957264957264957,0.6583871191363444,mistralai--Mistral-7B-v0.1,16446,45648,62094,0.9998711630753374,0.0012557555462536785,0.9987442444537463,0.7351898978835808,0.14481077892645366,0.8300047377819891,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mistral-7B-v0.1_task-ACSMobility/mistralai--Mistral-7B-v0.1_bench-429021029/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5266896012618212,0.5,0.00030402529490453604,0.004273504273504274,0.0,0.999934279705573,0.00040650406504061376,0.9995934959349594,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,1449902054,Mistral-7B-v0.1,,False,42,2387644647,ACSMobility,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.5468909276248726,0.32858247173639965,0.5313636363636364,0.5338357973395175,0.01381913323639446,0.539512531427706
Mixtral-8x7B-v0.1__ACSIncome__-1,0.6458335836587564,0.23339683160991465,0.7161486597553626,0.5193061924732204,0.04196904147911312,0.9224862476797074,0.20552974689638495,0.17082238708454442,0.1819258017559883,0.08977900552486189,0.0,0.9595152940407949,0.08977900552486184,0.9102209944751382,0.001872321012764097,0.006899123624836845,0.0,0.5992171894090783,mistralai--Mixtral-8x7B-v0.1,105217,61233,166450,0.01607689996996095,0.04398887400844751,0.0,0.9263826606875935,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mixtral-8x7B-v0.1_task-ACSIncome/mistralai--Mixtral-8x7B-v0.1_bench-2020479040/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8260889083677475,0.5,0.9981276789872359,0.0068991236248368,0.9931008763751632,0.040484705959205,0.08977900552486189,0.0,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,2562927001,Mixtral-8x7B-v0.1,,False,42,2612382143,ACSIncome,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.3774954627949183,0.7436167017122259,0.3773470623864324,0.7356443376389306,0.05737411079032564,0.36263498485546225
Mistral-7B-Instruct-v0.2__ACSTravelTime__-1,0.5687723724133229,0.33724349758201533,0.606549252820982,0.5133107047335999,0.0469491111021797,0.910903899232357,0.41657814037930785,0.40953698035262204,0.38570860946178237,0.12140287769784172,0.4796252506120844,0.936221513572373,0.12140287769784175,0.8785971223021583,0.03715707696042729,0.035127718184938435,0.4796252506120844,3.5968287880193768,mistralai--Mistral-7B-Instruct-v0.2,82380,64285,146665,0.04882555483585041,0.059207946673637435,0.37624784853700516,0.5725457338360564,0.6506024096385542,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSTravelTime/mistralai--Mistral-7B-Instruct-v0.2_bench-674225505/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5931226121281847,0.5,0.9628429230395728,0.03512771818493843,0.963696898576156,0.06377848642762697,0.12140287769784172,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3478655983,Mistral-7B-Instruct-v0.2,,False,42,233993660,ACSTravelTime,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,2.587379208677848e-05,0.5309105785293015,3.32379183490593e-05,0.5394947669859885,0.18565885171851879,0.05260318953593328
Meta-Llama-3-70B__ACSIncome__-1,0.6976869930910183,0.10079240481907903,0.8718179156348946,0.7434460789312936,0.10501282456189331,0.8663423483088194,0.20036703591654662,0.19791447151094052,0.2018022974028006,0.321240094968667,0.11283763044812768,0.08338640928910881,0.3131161304300726,0.11283763044812768,0.429721432848304,0.321240094968667,0.36754382183665163,0.5885190409124844,meta-llama--Meta-Llama-3-70B,105217,61233,166450,0.6088374887353559,0.4386449539421859,0.3824617015349096,0.5538429658282432,0.22562076467205128,0.6270306467480716,/lustre/fast/fast/groups/sf/folktexts-results/2024-07-03/model-meta-llama--Meta-Llama-3-70B_task-ACSIncome/meta-llama--Meta-Llama-3-70B_bench-1117669589/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8568454046205299,0.5,0.570278567151696,0.32124009496866696,0.6050239738200773,0.9166135907108912,0.3131161304300726,0.6738967943926552,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,864538563,Meta-Llama-3-70B,,False,42,2612382143,ACSIncome,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.562104562104562,0.7724902373085011,0.5620071684587814,0.7704115349954942,0.13832309705786194,0.5359770536237772
