,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_chat_prompt,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_direct_risk_prompting,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
Mistral-7B-v0.1__ACSTravelTime__-1,0.5616882010022841,0.40154881714808527,0.5502653247941445,0.5,0.0,1.0,0.2464347704543827,0.046067428579356896,0.05801565547118267,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.685973878677788,mistralai--Mistral-7B-v0.1,82380,64285,146665,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-v0.1_task-ACSTravelTime/mistralai--Mistral-7B-v0.1_bench-641292870/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5712613705472883,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,4052572510,Mistral-7B-v0.1,,False,42,233993660,ACSTravelTime,Mistral-7B-v0.1,Mistral 7B,False,-1,True,0.3923541247484909,0.5505676200865919,0.3776834158999764,0.5285855521085467,0.016840680605386408,0.39224437041834964
gemma-2-9b-it__ACSPublicCoverage__-1,0.6679141519296489,0.22148619417692206,0.683850234395016,0.589847043447219,0.1589438683091935,0.7373638151000712,0.235385680280874,0.15730809308832652,0.15871531454942772,0.3016934046345811,0.3661048689138577,0.6038091313178888,0.18742111601039413,0.7400729048031031,0.21649678178767312,0.3016934046345811,0.3661048689138577,0.7081659906213998,google--gemma-2-9b-it,79858,33971,113829,0.2701244849730736,0.21888690477930106,0.5079721713080668,0.43771952647326656,0.39560439560439553,0.37692307692307697,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b-it_task-ACSPublicCoverage/google--gemma-2-9b-it_bench-1467032192/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.6075090503564996,0.5,0.7835032182123269,0.30169340463458116,0.6346465191581219,0.39619086868211123,0.18742111601039413,0.5981265409928361,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,2077177286,gemma-2-9b-it,,False,42,1163226111,ACSPublicCoverage,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.5621948384096722,0.6824007941737167,0.6225570991287968,0.6977659471663635,0.28023943153620207,0.3418401349612108
Meta-Llama-3-8B-Instruct__ACSTravelTime__-1,0.5675450857396107,0.3350542412756503,0.6007864359268847,0.5108924649754882,0.04285282035894322,0.9164422644123303,0.2754838898784552,0.18921947362864414,0.18763288219326527,0.07014417625141746,0.12437810945273632,0.9482927588084312,0.07014417625141744,0.9298558237485826,0.029922311240592376,0.05253731343283582,0.12437810945273632,0.760789288948945,meta-llama--Meta-Llama-3-8B-Instruct,82380,64285,146665,0.03947090307844407,0.04789727380482023,0.20034300791556728,0.5741924339264122,0.67601246105919,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B-Instruct_task-ACSTravelTime/meta-llama--Meta-Llama-3-8B-Instruct_bench-359308159/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6035284817210655,0.5,0.9700776887594076,0.05253731343283585,0.9470676691729323,0.0517072411915688,0.07014417625141746,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3212070563,Meta-Llama-3-8B-Instruct,,False,42,233993660,ACSTravelTime,Meta-Llama-3-8B,Llama 3 8B (it),True,-1,True,0.2017703722988805,0.5519380902055705,0.2017555890824303,0.5518903623904817,0.10993469037667182,0.25067891680445165
gemma-2-9b-it__ACSTravelTime__-1,0.5974090614666075,0.21771428571428575,0.7229090909090908,0.6200176680633777,0.13591005501270836,0.8085139861859166,0.22609633512071173,0.06964352222391783,0.062175763626317396,0.41520484171322164,0.3024168947985921,0.19673329703663375,0.34869604316546765,0.30260791366906475,0.5632313668366108,0.41520484171322164,0.3024168947985921,0.645025398831618,google--gemma-2-9b-it,82380,64285,146665,0.6684416868373504,0.5098679911122729,0.29591192130674127,0.5267195038607873,0.3820754716981132,0.3955223880597015,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b-it_task-ACSTravelTime/google--gemma-2-9b-it_bench-2394288994/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6730624744526241,0.5,0.43676863316338915,0.41520484171322153,0.4936526320570469,0.8032667029633662,0.34869604316546765,0.5891390728476821,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,1930643021,gemma-2-9b-it,,False,42,233993660,ACSTravelTime,gemma-2-9b,Gemma 2 9B (it),True,-1,True,0.4532445102393289,0.5746769849657383,0.5154639175257731,0.617032011727406,0.15220624666976348,0.5004875626240356
Mixtral-8x22B-Instruct-v0.1__ACSEmployment__-1,0.5059315041824907,0.13517621112044248,0.7695356400569505,0.473809331304477,0.14664572836316603,0.7152351593453187,0.39290983331955615,0.37858624941201546,0.37101853171616134,0.22512415633926874,0.34637191116915017,0.8711871337058743,0.18286636688573732,0.8171336331142627,0.18119420368517167,0.22512415633926874,0.34637191116915017,1.4402573780206551,mistralai--Mixtral-8x22B-Instruct-v0.1,176871,146740,323611,0.15744211414321516,0.1765756409446952,0.29598253275109176,0.37099116781158,0.5422222222222223,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSEmployment/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-3536666762/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.6019324727337916,0.5,0.8188057963148283,0.22512415633926874,0.744380938021149,0.12881286629412567,0.18286636688573735,0.0,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,3381467511,Mixtral-8x22B-Instruct-v0.1,,False,42,1212564561,ACSEmployment,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.0259603410288341,0.6029955718439731,0.0140624613838384,0.6036012372879784,0.26609387179333727,0.18766476032907853
Mistral-7B-Instruct-v0.2__ACSIncome__-1,0.7682126764794233,0.08808709340107013,0.8957477257136905,0.7222814352159007,0.20930613629617079,0.7322315544512189,0.21820602788944354,0.21136332946716962,,0.5597172570685732,0.10090690148265222,0.4515375696111574,0.5597172570685732,0.32034333070244675,0.10389955995704116,0.15540915575714737,0.10090690148265222,2.3823437816347712,mistralai--Mistral-7B-Instruct-v0.2,105217,61233,166450,0.26744367677981373,0.3624510662408571,0.14707575757575758,0.7544253751460149,0.18571428571428572,0.7636363636363637,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mistral-7B-Instruct-v0.2_task-ACSIncome/mistralai--Mistral-7B-Instruct-v0.2_bench-965489310/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8309554529390533,0.5,0.8961004400429589,0.1554091557571473,0.8418321018329625,0.5484624303888426,0.5597172570685732,0.23970864143030574,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1692476864,Mistral-7B-Instruct-v0.2,,False,42,2612382143,ACSIncome,Mistral-7B-v0.1,Mistral 7B (it),True,-1,True,0.0006262967623876,0.7661940522679483,6.713461175440426e-06,0.746758786422349,0.4232297666586803,0.26456198952629967
Yi-34B-Chat__ACSIncome__-1,0.7224692099729648,0.10708695658366163,0.8664490254100312,0.7577609938107321,0.1001317832739883,0.8750454448028078,0.19345957429804353,0.18951113764425842,0.18951113764425864,0.43835987433647494,0.06848526703499079,0.10868322636486862,0.43835987433647494,0.06848526703499079,0.375794786013667,0.39940035931085716,0.24123835388447504,0.6065450649537321,01-ai--Yi-34B-Chat,105217,61233,166450,0.5654430759987984,0.5114105799938189,0.2935445424790095,0.5798890754159672,0.14661068913319902,0.7549397448765487,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B-Chat_task-ACSIncome/01-ai--Yi-34B-Chat_bench-1126901135/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8561024820956181,0.5,0.624205213986333,0.39940035931085716,0.5425050429712,0.8913167736351314,0.43835987433647494,0.5470420327978955,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,2044167152,Yi-34B-Chat,,False,42,2612382143,ACSIncome,Yi-34B,Yi 34B (chat),True,-1,True,0.5928080380750925,0.756533493541604,0.7056613898577945,0.7733433463502554,0.3428068196847648,0.5573873767551041
Yi-34B__ACSIncome__-1,0.6225172724541904,0.12203013911938865,0.8209171197541638,0.6926001355401115,0.11892567047115243,0.8433617477330521,0.22218562776008488,0.2460672769650632,0.2460672769650618,0.3312280084223579,0.09179770505737357,0.04218313654402038,0.14576086215128572,0.09179770505737357,0.5726165923757568,0.3312280084223579,0.5299349539113244,0.634642926861913,01-ai--Yi-34B,105217,61233,166450,0.7143226194052268,0.3732448350927366,0.550429629700311,0.4932758055156057,0.20280739888152466,0.6181250402835965,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B_task-ACSIncome/01-ai--Yi-34B_bench-1798438147/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8501530291813422,0.5,0.4273834076242432,0.33122800842235783,0.4713758489981702,0.9578168634559796,0.1457608621512858,0.8520595361716856,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1731975638,Yi-34B,,False,42,2612382143,ACSIncome,Yi-34B,Yi 34B,False,-1,True,0.6791208791208792,0.7677620907179333,0.6514522821576764,0.7657494743166116,0.20066900264197232,0.6139435160759062
Meta-Llama-3-70B__ACSTravelTime__-1,0.5485494153342652,0.21323529411764708,0.6375,0.590798033225699,0.0804567036317494,0.8687237307288592,0.24099784049040246,0.09182166213172313,,0.23791044776119397,0.09712230215827339,0.06676518627984755,0.15047961630695442,0.09712230215827339,0.7516387472687546,0.23791044776119397,0.7408130081300813,0.6748788709192911,meta-llama--Meta-Llama-3-70B,82380,64285,146665,0.8312344458459755,0.25157142857142856,0.734629294755877,0.4920968231443735,0.414386316308201,0.23628298879669993,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B_task-ACSTravelTime/meta-llama--Meta-Llama-3-70B_bench-2594908408/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.668557777776393,0.5,0.24836125273124546,0.23791044776119402,0.25652985074626866,0.9332348137201525,0.1504796163069544,0.8470444850700792,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3393345384,Meta-Llama-3-70B,,False,42,233993660,ACSTravelTime,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.5310734463276836,0.6085432789008967,0.5310499359795134,0.6085705519380902,0.048106449672547756,0.5210387925317461
gemma-1.1-7b-it__ACSEmployment__-1,0.5757777084215308,0.12202549304346666,0.8004011578074723,0.5735657642939922,0.11670763415020041,0.8022043894618579,0.37995601786662286,0.35969168283680775,0.3579555950204255,0.34002075406433757,0.5371939736346516,0.45019081368406705,0.3400207540643376,0.5371939736346516,0.4026776577279486,0.21399617167283463,0.557209689620434,2.88319218235058,google--gemma-1.1-7b-it,176871,146740,323611,0.46939380923392593,0.2585966980626432,0.514480033336873,0.5311288273283257,0.3524351758811718,0.37682747853239656,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-1.1-7b-it_task-ACSEmployment/google--gemma-1.1-7b-it_bench-3975730672/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.5894159364999063,0.5,0.5973223422720514,0.2139961716728347,0.7071378234859408,0.5498091863159329,0.34002075406433757,0.43828571428571433,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1592440073,gemma-1.1-7b-it,,False,42,1212564561,ACSEmployment,gemma-7b,Gemma 7B (it),True,-1,True,0.0179901871706342,0.5944050109545101,0.0179785681227526,0.5935892166829928,0.43744565526848544,0.443875241149252
Mixtral-8x22B-v0.1__ACSPublicCoverage__-1,0.29847402682971824,0.24550025621316937,0.4876516392072987,0.5000081298082318,0.0037985720665298928,0.9924599772513993,0.3044841301608752,0.3155927823235512,0.31559278232354276,0.007575757575757569,0.0,5.887374525330429e-05,8.91981090000892e-05,0.0,0.999924866638283,0.007575757575757569,0.9924242424242424,0.8054058846949878,mistralai--Mixtral-8x22B-v0.1,79858,33971,113829,0.9999297191401136,0.004237288135593209,0.9957627118644068,0.298442290965639,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x22B-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x22B-v0.1_bench-2696277520/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5918804786019248,0.5,7.513336171704775e-05,0.007575757575757576,0.0,0.9999411262547467,8.919810900009928e-05,0.9999108018909999,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,1373803196,Mixtral-8x22B-v0.1,,False,42,1163226111,ACSPublicCoverage,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.5927324209532798,0.5338446265890063,0.6223165841000236,0.5545071993955846,0.048614903891877,0.6140316687233214
gemma-2b__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.2778124960061267,0.26294992640699105,0.2629499264069831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7491104467531126,google--gemma-2b,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2b_task-ACSPublicCoverage/google--gemma-2b_bench-2966231707/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.5440685289967154,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,3892296733,gemma-2b,,False,42,1163226111,ACSPublicCoverage,gemma-2b,Gemma 2B,False,-1,True,0.5773710482529119,0.6231364590745768,0.5623471882640587,0.6176633371109296,0.01508699170585391,0.5613888128067571
Mixtral-8x22B-Instruct-v0.1__ACSIncome__-1,0.7594232502252929,0.11672179181824704,0.8645527870344406,0.7715486230358117,0.1761026111614079,0.7805902712975995,0.22003086798502758,0.21350396199110191,0.21150774354361368,0.5106570252410356,0.1318830570902394,0.18256495680433754,0.5106570252410356,0.1318830570902394,0.2743377971240389,0.34051793295144595,0.14583831879391737,1.1742848702359676,mistralai--Mixtral-8x22B-Instruct-v0.1,105217,61233,166450,0.47413036948032444,0.47175799306785593,0.2547835901204756,0.6342452387891382,0.3025210084033614,0.5764705882352941,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSIncome/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-1508339261/ACSIncome_full_seed-42_hash-792730230.test_predictions.csv,0.8480607871819213,0.5,0.7256622028759611,0.34051793295144595,0.638462441557724,0.8174350431956625,0.5106570252410356,0.4463952788502474,20,False,600,False,792730230,ACSIncome_full_seed-42_hash-792730230,False,full,,1129453808,Mixtral-8x22B-Instruct-v0.1,,False,42,2612382143,ACSIncome,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.0954037722028932,0.7456773805947732,0.754978354978355,0.7665965755482127,0.4771410785838684,0.46922266557385645
gemma-2b__ACSMobility__-1,0.39971655876574225,0.1891991392496954,0.6745774804905239,0.4995152179206,0.08352444656792474,0.8431785901173657,0.2574070590082957,0.25023642064771673,0.250236420647725,0.553074898301029,0.31678983151049367,0.712692779530319,0.44297033868592667,0.39754715901504895,0.2882767846284811,0.553074898301029,0.31678983151049367,0.7079812403493547,google--gemma-2b,16446,45648,62094,0.28756401584694175,0.4700386300588525,0.35835996531648706,0.7344870071684588,0.186946386946387,0.7842926304464766,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2b_task-ACSMobility/google--gemma-2b_bench-23685892/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5104389310847866,0.5,0.711723215371519,0.553074898301029,0.2561709522736781,0.28730722046968105,0.44297033868592667,0.37406365185684276,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,2995419733,gemma-2b,,False,42,2387644647,ACSMobility,gemma-2b,Gemma 2B,False,-1,True,0.4843871975019516,0.4782748735787677,0.4688856729377713,0.5877701549264019,0.018579936760758316,0.4849070714771158
Meta-Llama-3-70B__ACSMobility__-1,0.6664895158952556,0.23505959887718164,0.6847790507364975,0.53839574931078,0.10317890648643191,0.8182999133968424,0.24110826605786376,0.2184378067496008,,0.29397968055693435,0.340178939194436,0.18923063441990887,0.29397968055693446,0.340178939194436,0.733977866958531,0.2842356687898089,0.6751592356687899,0.6752392811598583,meta-llama--Meta-Llama-3-70B,16446,45648,62094,0.7904306374206848,0.2698334158007587,0.677698975571316,0.7540596157372507,0.14813084112149533,0.8253443526170798,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B_task-ACSMobility/meta-llama--Meta-Llama-3-70B_bench-4188538880/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5496992117006667,0.5,0.26602213304146904,0.28423566878980894,0.3054474708171206,0.8107693655800912,0.29397968055693435,0.6535036427502073,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,3473937530,Meta-Llama-3-70B,,False,42,2387644647,ACSMobility,Meta-Llama-3-70B,Llama 3 70B,False,-1,True,0.5310580204778157,0.5271684864882276,0.4689630426982418,0.6665056205108384,0.03888788278723415,0.5167178445515314
Meta-Llama-3-70B-Instruct__ACSTravelTime__-1,0.5956022227525313,0.25672268907563023,0.6874680306905371,0.5408755951864708,0.1221571095079243,0.7901647038010424,0.24055663634528268,0.14847969786663148,0.14880865858257716,0.19806654676258992,0.12396694214876033,0.9026989188768764,0.19806654676258995,0.80193345323741,0.015549890750182083,0.07008264462809917,0.12396694214876033,0.6788230562729192,meta-llama--Meta-Llama-3-70B-Instruct,82380,64285,146665,0.05138240207275083,0.08115669840510881,0.3083487613506127,0.830015923566879,0.8586744639376218,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSTravelTime/meta-llama--Meta-Llama-3-70B-Instruct_bench-3054776819/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.7039217326309425,0.5,0.9844501092498179,0.0700826446280991,0.9292153589315526,0.09730108112312359,0.19806654676258992,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3114428197,Meta-Llama-3-70B-Instruct,,False,42,233993660,ACSTravelTime,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.2450704225352112,0.6141887975999727,0.2690033174671859,0.6387413493335151,0.12415487724231028,0.2898321011310829
Meta-Llama-3-8B__ACSTravelTime__-1,0.5617222922987761,0.40154881714808527,0.5502653247941445,0.5000405977508622,0.0003629764065335994,0.9992745738121146,0.25269907738071806,0.08409872032797516,0.08409872032796102,0.0007259528130671506,0.0,0.999906665629618,0.0007259528130671988,0.9992740471869328,1.2138868657441126e-05,1.5164841830699706e-05,0.0,0.699490570044922,meta-llama--Meta-Llama-3-8B,82380,64285,146665,4.772781508880783e-05,0.0003557452863749555,0.0,0.8571428571428571,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-8B_task-ACSTravelTime/meta-llama--Meta-Llama-3-8B_bench-2282440227/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5260481056274368,0.5,0.9999878611313425,1.5164841830728193e-05,0.9999848351581693,9.333437038189314e-05,0.0007259528130671506,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,2061161164,Meta-Llama-3-8B,,False,42,233993660,ACSTravelTime,Meta-Llama-3-8B,Llama 3 8B,False,-1,True,0.3775342465753424,0.5426107114853578,0.34857676154923,0.4988170320117274,0.030837676405876296,0.3542130786697538
Yi-34B-Chat__ACSMobility__-1,0.7218732888845943,0.15248226950354615,0.8170212765957446,0.5291530886284566,0.17796914466775904,0.7441693545400964,0.201962011460067,0.08959726386523877,0.09475890109319772,0.42470686767169175,0.3121666746629564,0.06105415352260778,0.08797598910403116,0.3121666746629564,0.8806396692204791,0.42470686767169175,0.5407118920387647,0.6022956833192636,01-ai--Yi-34B-Chat,16446,45648,62094,0.9235030759815763,0.1250763527002151,0.8684317747823569,0.7474365234375,0.18707128180812393,0.7946778614301079,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-01-ai--Yi-34B-Chat_task-ACSMobility/01-ai--Yi-34B-Chat_bench-3027849325/ACSMobility_full_seed-42_hash-1539435113.test_predictions.csv,0.5625058310144078,0.5,0.11936033077952085,0.4247068676716918,0.15058626465661643,0.9389458464773922,0.08797598910403115,0.9083653056901613,20,False,600,False,1539435113,ACSMobility_full_seed-42_hash-1539435113,False,full,,3472455731,Yi-34B-Chat,,False,42,2387644647,ACSMobility,Yi-34B,Yi 34B (chat),True,-1,True,0.705727104776986,0.6111540567526653,0.622620989668298,0.6664412020485071,0.14870175276536743,0.7378535976640904
gemma-1.1-2b-it__ACSPublicCoverage__-1,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.7004218910036796,0.7007626437968134,0.7007626437968322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.052275410331266,google--gemma-1.1-2b-it,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-1.1-2b-it_task-ACSPublicCoverage/google--gemma-1.1-2b-it_bench-3790252778/ACSPublicCoverage_full_seed-42_hash-3076626711.test_predictions.csv,0.535525408023132,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3076626711,ACSPublicCoverage_full_seed-42_hash-3076626711,False,full,,3686056631,gemma-1.1-2b-it,,False,42,1163226111,ACSPublicCoverage,gemma-2b,Gemma 2B (it),True,-1,True,0.9984023809277764,0.330082843563591,0.9993736510477432,0.5873107907475248,0.0004020413424496392,0.9992015301966116
Mixtral-8x7B-v0.1__ACSTravelTime__-1,0.4383117989977159,0.40154881714808516,0.21062435765673176,0.5,0.0,1.0,0.32159100581242483,0.28207339831873934,0.2820733983187161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8502092703117843,mistralai--Mixtral-8x7B-v0.1,82380,64285,146665,1.0,0.0,1.0,0.4383117989977159,0.40154881714808516,0.21062435765673176,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-mistralai--Mixtral-8x7B-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x7B-v0.1_bench-35303080/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.6045563979466514,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,2952472536,Mixtral-8x7B-v0.1,,False,42,233993660,ACSTravelTime,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.7058501913613997,0.5589199877271332,0.7059474412171508,0.5713019466130297,0.025026007107684642,0.7203851973164288
gemma-7b__ACSEmployment__-1,0.47711604364499355,0.17539070602929685,0.6637090632140138,0.5214243345616911,0.05644169019897427,0.9013821017402538,0.25044424412930727,0.15469225526629046,,0.11151679642266876,0.0,0.0026986506746626685,0.021009887005649718,0.0,0.9544526802019551,0.11151679642266876,0.8846611877187822,0.6965042538181992,google--gemma-7b,176871,146740,323611,0.9738822227921795,0.09213595029547683,0.9061330518689612,0.46434974092442227,0.24499229485653756,0.519488370055631,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-7b_task-ACSEmployment/google--gemma-7b_bench-3521865281/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.6497301329521106,0.5,0.045547319798044904,0.11151679642266883,0.22907953777372414,0.9973013493253373,0.021009887005649763,0.9789901129943502,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,631176373,gemma-7b,,False,42,1212564561,ACSEmployment,gemma-7b,Gemma 7B,False,-1,True,0.7309741248097412,0.6336929214396296,0.7308970099667774,0.641789061558476,0.12605791287552995,0.6081379045179514
Meta-Llama-3-70B-Instruct__ACSEmployment__-1,0.7297619673002462,0.09486660129578628,0.8770229841420044,0.709291019763114,0.19805346971911564,0.7361447575605045,0.19332687029295129,0.17361839218677316,0.17361839218677286,0.5288827395364926,0.19460076019730646,0.5105697151424288,0.5288827395364926,0.3829701372074254,0.07084824533134318,0.13732995260683206,0.19460076019730646,0.6081963160261528,meta-llama--Meta-Llama-3-70B-Instruct,176871,146740,323611,0.2606524500094249,0.3574322967468013,0.148833515507583,0.8514404267931239,0.3263738659422113,0.6226173624711563,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSEmployment/meta-llama--Meta-Llama-3-70B-Instruct_bench-3772794052/ACSEmployment_full_seed-42_hash-1409875427.test_predictions.csv,0.8540972215622418,0.5,0.9291517546686568,0.13732995260683212,0.8579568134813917,0.48943028485757123,0.5288827395364926,0.21266735324407823,20,False,600,False,1409875427,ACSEmployment_full_seed-42_hash-1409875427,False,full,,1953112858,Meta-Llama-3-70B-Instruct,,False,42,1212564561,ACSEmployment,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.1824545030331311,0.7836970931148818,0.1823499916429884,0.7831872216951834,0.29229778902987213,0.27982725706495226
gemma-2-9b__ACSTravelTime__-1,0.5617427470766714,0.40154881714808527,0.5502653247941445,0.5000861409317647,0.0014510558999798473,0.9971015090506953,0.2432527059466246,0.017790986235971695,0.05130714721907009,0.001652892561983471,0.0,0.9996577739752663,0.0012492192379762734,0.9987507807620237,0.00016994416120417577,0.001652892561983471,0.0,0.6794573079515648,google--gemma-2-9b,82380,64285,146665,0.00024545733474244023,0.0010050251256281408,0.0,0.6111111111111112,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-06-30/model-google--gemma-2-9b_task-ACSTravelTime/google--gemma-2-9b_bench-437648163/ACSTravelTime_full_seed-42_hash-3319501691.test_predictions.csv,0.5762616845698221,0.5,0.9998300558387958,0.0016528925619834212,0.9983471074380166,0.0003422260247336082,0.0012492192379762648,0.0,20,False,600,False,3319501691,ACSTravelTime_full_seed-42_hash-3319501691,False,full,,3552937485,gemma-2-9b,,False,42,233993660,ACSTravelTime,gemma-2-9b,Gemma 2 9B,False,-1,True,0.4073905109489051,0.5048580097501107,0.4376596238681217,0.5161422288889647,0.017120304732279015,0.4355362137747123
