,accuracy,accuracy_diff,accuracy_ratio,balanced_accuracy,balanced_accuracy_diff,balanced_accuracy_ratio,brier_score_loss,ece,ece_quantile,equalized_odds_diff,equalized_odds_ratio,fnr,fnr_diff,fnr_ratio,fpr,fpr_diff,fpr_ratio,log_loss,model_name,n_negatives,n_positives,n_samples,ppr,ppr_diff,ppr_ratio,precision,precision_diff,precision_ratio,predictions_path,roc_auc,threshold,tnr,tnr_diff,tnr_ratio,tpr,tpr_diff,tpr_ratio,config_batch_size,config_context_size,config_correct_order_bias,config_dataset_hash,config_dataset_name,config_dataset_subsampling,config_feature_subset,config_few_shot,config_model_hash,config_model_name,config_numeric_risk_prompting,config_population_filter,config_reuse_few_shot_examples,config_seed,config_task_hash,config_task_name,base_name,name,is_inst,num_features,uses_all_features,fit_thresh_on_100,fit_thresh_accuracy,optimal_thresh,optimal_thresh_accuracy,score_stdev,score_mean
gemma-2-27b__ACSPublicCoverage__-1__QA,0.374904461956092,0.15995388162951574,0.6800922367409685,0.5005390119993087,0.036077411617861155,0.9297986068349572,0.43741095858407725,0.43229270722451335,0.4317116699353265,0.08466819221967958,0.6425120772946861,0.1878072473580407,0.08466819221967961,0.6425120772946861,0.8111147286433419,0.0650405762742774,0.9246898590508367,1.2975423599671778,google--gemma-2-27b,79858,33971,113829,0.8114364529250016,0.05278082103499382,0.9377186311787072,0.29871704650029773,0.25469984582771243,0.47753877778930776,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-27b_task-ACSPublicCoverage/google--gemma-2-27b_bench-1238977744/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.5033115799766864,0.5,0.18888527135665806,0.0650405762742774,0.6770644693951466,0.8121927526419593,0.08466819221967958,0.9001349527665318,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,2893505965,gemma-2-27b,False,,False,42,2726196641,ACSPublicCoverage,gemma-2-27b,Gemma 2 27B,False,-1,True,0.7311411992263056,0.471162884677894,0.835457572626019,0.5301724516599461,0.23585067393517317,0.7148019762730805
gemma-2b__ACSEmployment__-1__QA,0.5436496287209026,0.21432117999620443,0.6987918551404695,0.5117963533101758,0.16709292155456001,0.7480021386311311,0.2418942362247625,0.01505446322424475,0.11164881121277109,0.521640435835351,0.11575852623803609,0.8303121166689382,0.521640435835351,0.4510272336359293,0.14609517671071007,0.2623201306945728,0.11575852623803609,0.6767778160481747,google--gemma-2b,176871,146740,323611,0.1567931868817809,0.3034870767568714,0.11991879702083719,0.49073709105242413,0.1286011801457827,0.7646872022864402,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2b_task-ACSEmployment/google--gemma-2b_bench-2515510321/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.6281481137741516,0.5,0.85390482328929,0.26232013069457283,0.728351159490453,0.16968788333106175,0.521640435835351,0.0871292372881356,20,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,2658600065,gemma-2b,False,,False,42,2214502198,ACSEmployment,gemma-2b,Gemma 2B,False,-1,True,0.4686417853020392,0.6125409828466893,0.4533687354795884,0.6135823565948005,0.025263552357014923,0.4685001124760096
gemma-2b__ACSEmployment__-1__Num,0.5341876512232279,0.2027838427947598,0.7050416832076221,0.5729131806452897,0.2588954361885134,0.6716766756173667,0.23311149311982587,0.014265522494605559,,0.5364334989191694,0.02283582366934285,0.011169415292353824,0.07554880712220746,0.02283582366934285,0.8430042234170667,0.5364334989191694,0.42868742393947795,0.670019557751387,google--gemma-2b,176871,146740,323611,0.9091285524904901,0.4273983749861294,0.5574944471393194,0.4931985968919525,0.18667208298844484,0.6885761130093953,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2b_task-ACSEmployment/google--gemma-2b_bench-494300025/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.5685445774160844,0.5,0.15699577658293332,0.5364334989191694,0.10217972286160074,0.9888305847076462,0.07554880712220746,0.9243175727732255,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,484717733,gemma-2b,True,,False,42,1654031068,ACSEmployment,gemma-2b,Gemma 2B,False,-1,True,0.25,0.4992012014424726,0.5,0.5341876512232279,0.11559995173515922,0.4660348999261459
Mixtral-8x22B-v0.1__ACSPublicCoverage__-1__Num,0.7045216948229361,0.2142502562131693,0.7204216817118021,0.5056282415417064,0.03434782608695652,0.935720097640358,0.28878910734522834,0.2892754043345717,,0.10869565217391304,0.0,0.9877542609873127,0.10869565217391308,0.8913043478260869,0.0009892559292744622,0.04,0.0,9.724373053699036,mistralai--Mixtral-8x22B-v0.1,79858,33971,113829,0.004348628205466094,0.07291666666666667,0.0,0.8404040404040404,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x22B-v0.1_bench-3252050782/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.536907496249309,0.5,0.9990107440707255,0.040000000000000036,0.96,0.012245739012687292,0.10869565217391304,0.0,10,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,2941138051,Mixtral-8x22B-v0.1,True,,False,42,3037205103,ACSPublicCoverage,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.25,0.7084749931915417,0.1,0.7121208127981445,0.05622475637218113,0.009473772061601174
Mixtral-8x22B-v0.1__ACSPublicCoverage__-1__QA,0.2984564566147467,0.24550025621316937,0.4876516392072987,0.5000125222269528,1.6952887924470694e-05,0.9999660953737137,0.3043471364320041,0.3154915342305844,0.31548832772745017,3.390577584894139e-05,0.0,0.0,0.0,0.0,0.9999749555460943,3.390577584894139e-05,0.9999660942241511,0.8050731594079843,mistralai--Mixtral-8x22B-v0.1,79858,33971,113829,0.9999824297850284,2.4567308282819056e-05,0.9999754326917172,0.2984441301272984,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-v0.1_task-ACSPublicCoverage/mistralai--Mixtral-8x22B-v0.1_bench-1564675747/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.5922379765516189,0.5,2.5044453905682588e-05,3.390577584891586e-05,0.0,1.0,0.0,1.0,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,3147509806,Mixtral-8x22B-v0.1,False,,False,42,2726196641,ACSPublicCoverage,Mixtral-8x22B-v0.1,Mixtral 8x22B,False,-1,True,0.6224046354418156,0.5639863303727521,0.6223146223146223,0.5524690544588813,0.04810489097152881,0.6139272141272281
Mixtral-8x7B-v0.1__ACSEmployment__-1__Num,0.733683342037199,0.10112949277796435,0.8725155484980813,0.7510801506861826,0.11092478090822477,0.8662723453685138,0.17547294127826316,0.08085571874813112,,0.26226257071521125,0.127035531726815,0.06207578029167234,0.21313476336273082,0.127035531726815,0.43576391833596234,0.26226257071521125,0.47678945792153343,0.5182629860367207,mistralai--Mixtral-8x7B-v0.1,176871,146740,323611,0.6634663222201965,0.3397757715919974,0.5370943544847242,0.6410237302345078,0.1594157807709652,0.7709547153132158,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-v0.1_task-ACSEmployment/mistralai--Mixtral-8x7B-v0.1_bench-3029628724/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.8125355811994963,0.5,0.5642360816640376,0.2622625707152113,0.6553739773246398,0.9379242197083276,0.21313476336273074,0.7800430982097853,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,1039062614,Mixtral-8x7B-v0.1,True,,False,42,1654031068,ACSEmployment,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.65,0.7467824023287218,0.65,0.7467824023287218,0.24600807666500668,0.5055962250974166
Mixtral-8x7B-v0.1__ACSEmployment__-1__QA,0.4539833318397706,0.2577506763705054,0.48256893129906264,0.500491883915396,0.0031446540880503138,0.99375,0.3094024664396025,0.2962583764009241,0.29640759945964834,0.0062893081761006275,0.0,0.0,0.0,0.0,0.9990162321692081,0.0062893081761006275,0.9937106918238994,0.8241968752727908,mistralai--Mixtral-8x7B-v0.1,176871,146740,323611,0.9994623174119545,0.004807692307692291,0.9951923076923077,0.4536895902447772,0.26116102874701186,0.4754496574688174,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x7B-v0.1_task-ACSEmployment/mistralai--Mixtral-8x7B-v0.1_bench-2178539218/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.8149818319456814,0.5,0.000983767830791933,0.006289308176100629,0.0,1.0,0.0,1.0,20,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,1537242986,Mixtral-8x7B-v0.1,False,,False,42,2214502198,ACSEmployment,Mixtral-8x7B-v0.1,Mixtral 8x7B,False,-1,True,0.7549584133077415,0.7396380221933123,0.7311981020166074,0.732468921019372,0.05474368935720251,0.7483675916157427
gemma-1.1-2b-it__ACSMobility__-1__Num,0.735143492124843,0.14569864967520896,0.8289624547291026,0.5,0.0,1.0,0.19519172544851354,0.016114278352175708,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5795201020724852,google--gemma-1.1-2b-it,45648,16446,62094,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-2b-it_task-ACSMobility/google--gemma-1.1-2b-it_bench-2473570004/ACSMobility_full_seed-42_hash-3130101066.test_predictions.csv,0.4987118846269082,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,600,False,3130101066,ACSMobility_full_seed-42_hash-3130101066,,full,,3079398869,gemma-1.1-2b-it,True,,False,42,748098781,ACSMobility,gemma-2b,Gemma 2B (it),True,-1,True,0.25,0.269768415627919,inf,0.735143492124843,0.01114428378717141,0.2487422295229813
gemma-1.1-2b-it__ACSMobility__-1__QA,0.264856507875157,0.1456986496752089,0.5041679856494671,0.5,0.0,1.0,0.7296237447630907,0.7313593874080542,0.731359387408049,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.360249934929212,google--gemma-1.1-2b-it,45648,16446,62094,1.0,0.0,1.0,0.264856507875157,0.1456986496752089,0.5041679856494671,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-1.1-2b-it_task-ACSMobility/google--gemma-1.1-2b-it_bench-1946792699/ACSMobility_full_seed-42_hash-1600556545.test_predictions.csv,0.5152510031982225,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,600,False,1600556545,ACSMobility_full_seed-42_hash-1600556545,,full,,3838963831,gemma-1.1-2b-it,False,,False,42,3534097513,ACSMobility,gemma-2b,Gemma 2B (it),True,-1,True,0.9956696070569366,0.39897574644893224,0.9982989506843892,0.5939060134634586,0.0041620940065564375,0.9962158952832065
Mixtral-8x22B-Instruct-v0.1__ACSIncome__-1__QA,0.7594412736557524,0.1176489577809543,0.8634768778691599,0.7715253313606187,0.16969596187522817,0.7889746738458069,0.2195482419647426,0.21290936422298723,0.2111336746509704,0.5111174303975734,0.13110036832412522,0.18274459850080838,0.5111174303975734,0.13110036832412522,0.27420473877795415,0.3425690237588299,0.14509182204811322,1.164436223357836,mistralai--Mixtral-8x22B-Instruct-v0.1,105217,61233,166450,0.47398017422649447,0.4730972327917665,0.25424572284675584,0.6343067913909803,0.2767857142857143,0.6124999999999999,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSIncome/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-2858888451/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.8480294560081585,0.5,0.7257952612220459,0.3425690237588299,0.6362847402066744,0.8172554014991916,0.5111174303975734,0.4461725822781095,10,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,3169530578,Mixtral-8x22B-Instruct-v0.1,False,,False,42,662640833,ACSIncome,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.1645373596593108,0.749864824271553,0.8355008438399683,0.7695884650045058,0.47668061178362736,0.4687678506553824
Mixtral-8x22B-Instruct-v0.1__ACSIncome__-1__Num,0.7678822469209973,0.09671580060757146,0.8859384308052011,0.7702179545181511,0.1652202175397378,0.7919328878747472,0.1660696641634124,0.10707828176622447,,0.5533663741739789,0.13975203835819514,0.22094295559583885,0.553366374173979,0.14479742173112337,0.2386211353678588,0.32209172235255346,0.13975203835819514,0.5032387366950332,mistralai--Mixtral-8x22B-Instruct-v0.1,105217,61233,166450,0.43743466506458395,0.48291421472984475,0.2114973452678548,0.6551757289420554,0.19999999999999996,0.7142857142857143,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSIncome/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-2831422879/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.8409792033296746,0.5,0.7613788646321412,0.32209172235255346,0.660124072118778,0.7790570444041611,0.5533663741739789,0.38942760238461654,10,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,2774967184,Mixtral-8x22B-Instruct-v0.1,True,,False,42,127998692,ACSIncome,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.65,0.7699669570441574,0.55,0.7678822469209973,0.2983233965647977,0.47495452087714035
gemma-2-9b__ACSPublicCoverage__-1__Num,0.7015611136002249,0.2455002562131693,0.6796430959545303,0.5,0.0,1.0,0.27166345834541283,0.24187368772461115,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.1202753566912165,google--gemma-2-9b,79858,33971,113829,0.0,0.0,0.0,0.0,0.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-9b_task-ACSPublicCoverage/google--gemma-2-9b_bench-2498488084/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.4994611140670896,0.5,1.0,0.0,1.0,0.0,0.0,0.0,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,3004271681,gemma-2-9b,True,,False,42,3037205103,ACSPublicCoverage,gemma-2-9b,Gemma 2 9B,False,-1,True,inf,0.7015611136002249,inf,0.7015611136002249,0.061282510868216004,0.05656519867520579
gemma-2-9b__ACSPublicCoverage__-1__QA,0.38344358643228,0.1288596058398398,0.7370621749997038,0.5083162788657707,0.04792569998713975,0.9081599429186167,0.2503908043659394,0.2012164916345109,,0.21715145436308925,0.28964160839160835,0.18191987283271024,0.21223926594003553,0.28964160839160835,0.8014475694357485,0.21715145436308925,0.7587206062632341,0.6939291084977848,google--gemma-2-9b,79858,33971,113829,0.8064113714431296,0.20020714183353083,0.7750053072727939,0.30275729086095887,0.22309088593083246,0.5194965533797455,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2-9b_task-ACSPublicCoverage/google--gemma-2-9b_bench-3724674781/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.49551981971349046,0.5,0.19855243056425154,0.21715145436308927,0.3153067678684377,0.8180801271672897,0.2122392659400355,0.7676538562340663,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,4080421067,gemma-2-9b,False,,False,42,2726196641,ACSPublicCoverage,gemma-2-9b,Gemma 2 9B,False,-1,True,0.5311801242236025,0.645099227789052,0.4689486552567237,0.3830570417029052,0.019769513602980245,0.4996553780342809
gemma-7b__ACSPublicCoverage__-1__QA,0.493723040701403,0.07901904962744272,0.859521689551213,0.5040641018249534,0.07566104577882737,0.8655174611350054,0.2338227271542986,0.14866879068265484,,0.16743018989302133,0.7045900243820414,0.4702834770833947,0.16743018989302133,0.7045900243820414,0.5215883192666984,0.11414239866872694,0.794019734019734,0.6606336047906904,google--gemma-7b,79858,33971,113829,0.5240140913124072,0.1130498525619944,0.796337670193659,0.30168656115879827,0.27725890529973934,0.4881374056004812,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-7b_task-ACSPublicCoverage/google--gemma-7b_bench-3122573039/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.49264673700619754,0.5,0.4784116807333016,0.114142398668727,0.796174288091559,0.5297165229166053,0.16743018989302133,0.7212553246030751,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,1327488829,gemma-7b,False,,False,42,2726196641,ACSPublicCoverage,gemma-7b,Gemma 7B,False,-1,True,0.2690047393364929,0.3726291191172724,0.5,0.493723040701403,0.09802876527115777,0.4136553422244387
gemma-7b__ACSPublicCoverage__-1__Num,0.7015698987077107,0.24565398411478345,0.679506785666533,0.500040090404824,0.0003617969254857134,0.9992768818846308,0.25709104182589676,0.182523609976445,,0.0006578947368421052,0.0,0.9998822525094934,0.0006578947368420796,0.9993421052631579,3.756668085852388e-05,0.00023772732675621063,0.0,5.461136357170979,google--gemma-7b,79858,33971,113829,6.149575240053063e-05,0.00021088148460565162,0.0,0.5714285714285714,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-7b_task-ACSPublicCoverage/google--gemma-7b_bench-1499568886/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.48047226495039647,0.5,0.9999624333191415,0.00023772732675619856,0.9997622726732438,0.00011774749050660858,0.0006578947368421052,0.0,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,1717790425,gemma-7b,True,,False,42,3037205103,ACSPublicCoverage,gemma-7b,Gemma 7B,False,-1,True,inf,0.7015611136002249,0.26,0.7015786838151965,0.10784730413056288,0.11591527642340704
Mixtral-8x22B-Instruct-v0.1__ACSTravelTime__-1__Num,0.5934544710735349,0.3457983193277311,0.6127058823529412,0.543726825849844,0.07724162848492155,0.8661883955118472,0.24030936828827607,0.117399720451254,,0.2785521582733813,0.0,0.8593295481060901,0.2785521582733813,0.7214478417266187,0.0532168001942219,0.12406890130353818,0.0,0.6672105303633135,mistralai--Mixtral-8x22B-Instruct-v0.1,82380,64285,146665,0.09154876759963182,0.20265324794144557,0.0,0.6734937067103597,0.7664930555555556,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-2009876097/ACSTravelTime_full_seed-42_hash-206656229.test_predictions.csv,0.6392871223966365,0.5,0.9467831998057781,0.1240689013035382,0.8759310986964618,0.14067045189390992,0.2785521582733813,0.0,20,600,False,206656229,ACSTravelTime_full_seed-42_hash-206656229,,full,,2503857186,Mixtral-8x22B-Instruct-v0.1,True,,False,42,3731140739,ACSTravelTime,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.45,0.6142297071557631,0.28,0.6141137967476903,0.1394884564820158,0.3219376811100126
Mixtral-8x22B-Instruct-v0.1__ACSTravelTime__-1__QA,0.5912044455050626,0.3340336134453782,0.6258823529411764,0.535091787766917,0.07795020966467048,0.8651264272230343,0.32963889792791734,0.3130960668413795,0.31295862657963364,0.19244604316546762,0.0,0.9197168857431749,0.19244604316546765,0.8075539568345323,0.010099538722991018,0.03654562383612663,0.0,1.019415198505866,mistralai--Mixtral-8x22B-Instruct-v0.1,82380,64285,146665,0.0408618279753179,0.1158508691674291,0.0,0.8611713665943601,1.0,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-mistralai--Mixtral-8x22B-Instruct-v0.1_task-ACSTravelTime/mistralai--Mixtral-8x22B-Instruct-v0.1_bench-1296659414/ACSTravelTime_full_seed-42_hash-969596235.test_predictions.csv,0.6564195889031499,0.5,0.989900461277009,0.036545623836126584,0.9634543761638734,0.08028311425682508,0.19244604316546762,0.0,20,600,False,969596235,ACSTravelTime_full_seed-42_hash-969596235,,full,,1175966512,Mixtral-8x22B-Instruct-v0.1,False,,False,42,78666164,ACSTravelTime,Mixtral-8x22B-v0.1,Mixtral 8x22B (it),True,-1,True,0.0953817591088419,0.6056523369583745,0.0675358539765319,0.5863021170695122,0.15070900510578145,0.12535317241808203
gemma-7b__ACSEmployment__-1__QA,0.47711604364499355,0.17544808166760084,0.6636360559471328,0.5214243345616911,0.05644543621882814,0.9013755564967728,0.2504454556384502,0.1546943984820998,,0.11152428846237661,0.0,0.0026986506746626685,0.021009887005649718,0.0,0.9544526802019551,0.11152428846237661,0.8846543326965223,0.6965069189522813,google--gemma-7b,176871,146740,323611,0.9738822227921795,0.09213997670874785,0.9061293348727563,0.46434974092442227,0.24502239090516048,0.5194577073021158,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-7b_task-ACSEmployment/google--gemma-7b_bench-2841314056/ACSEmployment_full_seed-42_hash-1059916037.test_predictions.csv,0.649716657752952,0.5,0.045547319798044904,0.11152428846237664,0.22902774497748318,0.9973013493253373,0.021009887005649763,0.9789901129943502,10,600,False,1059916037,ACSEmployment_full_seed-42_hash-1059916037,,full,,1476172655,gemma-7b,False,,False,42,2214502198,ACSEmployment,gemma-7b,Gemma 7B,False,-1,True,0.7309741248097412,0.6336805609203643,0.7308970099667774,0.6417859714286597,0.12605803806813373,0.6081400477337606
gemma-7b__ACSEmployment__-1__Num,0.5137279017091508,0.20129179245068884,0.6943891034325308,0.5546135061968636,0.2273317340674995,0.7019033004931602,0.3825098235226861,0.3536939411840331,,0.4929903486979047,0.06099142620881752,0.006269592476489028,0.038326880562905404,0.06099142620881752,0.8845033951297838,0.4929903486979047,0.468160139078983,1.2923507777284908,google--gemma-7b,176871,146740,323611,0.9340319086804837,0.4018986087193528,0.5811771434621001,0.4824275548115383,0.14428850967801632,0.7326245575762473,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-7b_task-ACSEmployment/google--gemma-7b_bench-938668694/ACSEmployment_full_seed-42_hash-2438922321.test_predictions.csv,0.49734916579229255,0.5,0.11549660487021615,0.4929903486979047,0.12905038396703503,0.9937304075235109,0.03832688056290545,0.9615774686212847,20,600,False,2438922321,ACSEmployment_full_seed-42_hash-2438922321,,full,,2207482253,gemma-7b,True,,False,42,1654031068,ACSEmployment,gemma-7b,Gemma 7B,False,-1,True,0.75,0.5230971753123349,0.72,0.5506055109375145,0.22135883545467938,0.8062777532284131
gemma-2b__ACSPublicCoverage__-1__Num,0.7009373709687338,0.2455002562131693,0.6796430959545303,0.4996654061400539,0.003398431677656355,0.9932031366446873,0.2987982403429706,0.29885099579193336,,0.00815494393476045,0.0,0.9996173206558535,0.0013580805794477513,0.9986419194205522,0.0010518670640386686,0.00815494393476045,0.0,10.754738666646064,google--gemma-2b,79858,33971,113829,0.0008521554261216386,0.005706831893037665,0.0,0.13402061855670103,0.16393442622950818,0.0,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2b_task-ACSPublicCoverage/google--gemma-2b_bench-2232617547/ACSPublicCoverage_full_seed-42_hash-2843279777.test_predictions.csv,0.4996654035597474,0.5,0.9989481329359613,0.008154943934760461,0.9918450560652395,0.0003826793441464779,0.001358080579447714,0.0,20,600,False,2843279777,ACSPublicCoverage_full_seed-42_hash-2843279777,,full,,2162958787,gemma-2b,True,,False,42,3037205103,ACSPublicCoverage,gemma-2b,Gemma 2B,False,-1,True,inf,0.7015611136002249,inf,0.7015611136002249,0.023061539190697464,0.0006405221867889553
gemma-2b__ACSPublicCoverage__-1__QA,0.2984388863997751,0.24550025621316937,0.4876516392072987,0.5,0.0,1.0,0.2778124960061267,0.26294992640699105,0.2629499264069831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7491104467531126,google--gemma-2b,79858,33971,113829,1.0,0.0,1.0,0.2984388863997751,0.24550025621316937,0.4876516392072987,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-google--gemma-2b_task-ACSPublicCoverage/google--gemma-2b_bench-2539683620/ACSPublicCoverage_full_seed-42_hash-4154753865.test_predictions.csv,0.5440685289967154,0.5,0.0,0.0,0.0,1.0,0.0,1.0,20,600,False,4154753865,ACSPublicCoverage_full_seed-42_hash-4154753865,,full,,577838950,gemma-2b,False,,False,42,2726196641,ACSPublicCoverage,gemma-2b,Gemma 2B,False,-1,True,0.5773710482529119,0.6231364590745768,0.5623471882640587,0.6176633371109296,0.01508699170585391,0.5613888128067571
Meta-Llama-3-70B-Instruct__ACSIncome__-1__Num,0.665731450886152,0.08667965065903982,0.8809526316897998,0.722658429206746,0.06183245203884058,0.919317114816081,0.23051232317630516,0.2460915663563002,,0.23248333759740508,0.16684482344463128,0.06191106102918361,0.16898209048301127,0.16684482344463128,0.4927720805573244,0.23248333759740508,0.560518808764581,0.6567763126004054,meta-llama--Meta-Llama-3-70B-Instruct,105217,61233,166450,0.656593571643136,0.33052518528140834,0.5438714851398022,0.5255924604263885,0.23609637803197653,0.6043121460383791,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-70B-Instruct_bench-3905009672/ACSIncome_full_seed-42_hash-1634456007.test_predictions.csv,0.8366759725696068,0.5,0.5072279194426756,0.23248333759740514,0.6695278176301349,0.9380889389708164,0.16898209048301138,0.8250993087781269,10,600,False,1634456007,ACSIncome_full_seed-42_hash-1634456007,,full,,3116979444,Meta-Llama-3-70B-Instruct,True,,False,42,127998692,ACSIncome,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.75718,0.7357644938419946,0.8239,0.7848483027936317,0.2902858578282916,0.6139678054671072
Meta-Llama-3-70B-Instruct__ACSIncome__-1__QA,0.688687293481526,0.09326036866359444,0.8766006097560975,0.7379761527364981,0.06487351975790112,0.9171580010111036,0.2649670896413865,0.26648305968295544,0.26394079681299787,0.26374283073427846,0.1555925505835864,0.07549850570770662,0.22487746889220184,0.1555925505835864,0.4485491888192973,0.26374283073427846,0.48527918441487067,1.3963666174241651,meta-llama--Meta-Llama-3-70B-Instruct,105217,61233,166450,0.6236407329528387,0.3767341180418601,0.470926203149257,0.545349453301864,0.22743055555555558,0.6224783861671469,/lustre/fast/fast/groups/sf/folktexts-results/2024-08-28_2/model-meta-llama--Meta-Llama-3-70B-Instruct_task-ACSIncome/meta-llama--Meta-Llama-3-70B-Instruct_bench-322343809/ACSIncome_full_seed-42_hash-3282105456.test_predictions.csv,0.860921418599239,0.5,0.5514508111807027,0.2637428307342785,0.6489714929042238,0.9245014942922933,0.22487746889220195,0.7654016030577029,10,600,False,3282105456,ACSIncome_full_seed-42_hash-3282105456,,full,,2120280924,Meta-Llama-3-70B-Instruct,False,,False,42,662640833,ACSIncome,Meta-Llama-3-70B,Llama 3 70B (it),True,-1,True,0.9820133784788174,0.7757224391709222,0.9820061506248772,0.7754881345749475,0.4247140324598659,0.6251308328554619
